Target,held_out,n,r2,rmse,mae
A,Caine2019,15,-8.198464612799976,7.623827783901052,7.361849029738637
A,Karavolias2023,30,-34.688659334739036,30.227229903018074,25.978873037084707
A,Karavolias2024,120,-1.001428125849099,5.184375092207972,4.304725768519461
gs,Caine2019,15,-3.4943232958459722,0.1269117066576575,0.11702180929789958
gs,Karavolias2023,30,-57.154501316475006,0.5211960454204482,0.4525614615941972
gs,Karavolias2024,120,-0.41184620174090525,0.11652884357394927,0.1013188689788735
