Stomagen,,Allele 1,,Allele 2,,Allele 3,,Allele 4,,Wild Type,,Allele 5,,Allele 6,
Label,Y,Label,Y,Label,Y,Label,Y,Label,Y,Label,Y,Label,Y,Label,Y
,0.060810810810810724,,0.12548262548262543,,0.09555984555984555,,0.17374517374517373,,0.14575289575289577,,0.20270270270270266,,0.26158301158301156,,0.1679536679536679
,0.11196911196911198,,0.13320463320463322,,0.17374517374517373,,0.1891891891891892,,0.1718146718146718,,0.21332046332046328,,0.30405405405405406,,0.23648648648648646
,0.12451737451737455,,0.16119691119691118,,0.2384169884169884,,0.24710424710424708,,0.19787644787644787,,0.24517374517374518,,0.34749034749034746,,0.3223938223938224
,0.13223938223938217,,0.25386100386100385,,0.2934362934362934,,0.27606177606177607,,0.36389961389961384,,0.25,,0.35810810810810806,,0.333976833976834
,0.14478764478764472,,0.27027027027027023,,0.3166023166023165,,0.2828185328185328,,0.37548262548262545,,0.35424710424710426,,0.42857142857142855,,0.36486486486486486
,0.15057915057915056,,0.27895752895752896,,0.35135135135135137,,0.3243243243243243,,0.39961389961389965,,0.36293436293436293,,0.44111969111969107,,0.3696911196911197
,0.19305019305019303,,0.3156370656370656,,0.36003861003861004,,0.3388030888030888,,0.41023166023166024,,0.37934362934362936,,0.4517374517374517,,0.4498069498069498
,0.20656370656370654,,0.38127413127413123,,0.4276061776061776,,,,,,0.390926640926641,,,,0.47393822393822393
