Stomagen,,Allele 1,,Allele 2,,Allele 3,,Allele 4,,Wild Type,,Allele 5,,Allele 6,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
77.6054718298189,13.075192463177139,264.1579076879812,16.664724876838633,323.59676390681415,18.38340974945889,352.00799481742996,17.461093060277513,335.43582300920514,19.881534080922417,369.3686002541066,20.634588633498886,435.2555378674126,23.102410999904585,385.4712271944318,22.382726775105585
